,FP1-F7,F7-T7,T7-P7,P7-O1,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,FP2-F8,F8-T8,T8-P8-0,P8-O2,FZ-CZ,CZ-PZ,P7-T7,T7-FT9,FT9-FT10,FT10-T8,T8-P8-1
F8-T8,0.19203766174801387,0.14199901581997998,0.11475682872426153,0.12256614134502915,0.14332685619355248,0.12482885517436013,0.23617994086576063,0.20012093605441303,0.256082330777383,0.43804076000546377,0.17005515426041087,0.1219377411627262,0.03896746382853312,1.0,0.14046526587529895,0.13447105696435113,0.3005940577078089,0.18080079451416636,0.11475682872426153,0.1148104442800432,0.061042395563043764,0.5913988616830929,0.14046526587529895
T8-P8-0,0.05369467472618442,0.11206126003179398,0.29521806924909394,0.19456737072106925,0.09005743333101056,0.1945880703024159,0.26113806829982955,0.13187509430816252,0.134775870310562,0.3004289951410435,0.4191523074500686,0.2030482813423281,0.09745078719025392,0.14046526587529895,1.0,0.15966808950436567,0.24347513398970477,0.2827620082718615,0.295218069249094,0.0760031533802816,0.2526547596754309,0.1187957858644116,1.0
P8-O2,0.09678009497600909,0.030763035695887817,0.10412772992398851,0.3322958741410265,0.06961938504098875,0.1850594468159567,0.16655084098371215,0.13073606892739467,0.035593641208068724,0.05578027843316936,0.3764831781141887,0.4991428721449182,0.02263709170184015,0.13447105696435113,0.15966808950436567,1.0,0.13031676571056644,0.28297124094670106,0.10412772992398849,0.1582688626214097,0.2870488749102923,0.16147401324070854,0.15966808950436567
FZ-CZ,0.16844428664597716,0.2508447150649803,0.22949080555701232,0.17167871612014343,0.1533081720843526,0.5105181114326895,0.2864051247459592,0.0405515581341633,0.17533971391512027,0.5841736425997133,0.2577441760416898,0.061422555790849806,0.16147255071079938,0.3005940577078089,0.24347513398970477,0.13031676571056644,1.0,0.13887584297135896,0.22949080555701232,0.11388248917055596,0.02082362978471589,0.14304930819641415,0.24347513398970477
CZ-PZ,0.11501468005976766,0.22153281367927166,0.2657466703827088,0.24662276864770022,0.02868551688040053,0.33518473108304087,0.5848078158380696,0.13238323062936055,0.048690476564548966,0.25888934619060294,0.5874675819297926,0.27821453526052137,0.12699880192494317,0.18080079451416636,0.2827620082718615,0.28297124094670106,0.13887584297135896,1.0,0.2657466703827088,0.04686260588450083,0.055702994622334565,0.06428879246870005,0.2827620082718615
P7-T7,0.05596815005529523,0.16450249338997955,1.0,0.20025181226120278,0.0956742226994596,0.29059690269727934,0.43966339429035195,0.27149641427473087,0.10199351359364067,0.18217514751535105,0.20700435964475966,0.18626065803165218,0.08515337225436062,0.11475682872426153,0.295218069249094,0.10412772992398849,0.22949080555701232,0.2657466703827088,1.0,0.07100761045621087,0.1938288475218932,0.07185344318999913,0.295218069249094
T7-FT9,0.17184368866400562,0.47785274743137157,0.07100761045621087,0.10231434841256634,0.05157880378957465,0.05937317222752503,0.23677713847244666,0.06074991660950986,0.017290838487561806,0.083634322607993,0.09328826860420909,0.10642816184587196,0.027114887876408235,0.1148104442800432,0.0760031533802816,0.1582688626214097,0.11388248917055596,0.04686260588450083,0.07100761045621087,1.0,0.29531315894606713,0.2321457158885272,0.0760031533802816
FT9-FT10,0.25816037397759,0.14562778865526377,0.1938288475218932,0.19997501292849662,0.055497710557542185,0.06368462584751176,0.14086449725579475,0.17062744209644393,0.047138017506438784,0.060006274779150943,0.2659282120996423,0.0966175316536779,0.15966172983718377,0.061042395563043764,0.2526547596754309,0.2870488749102923,0.02082362978471589,0.055702994622334565,0.1938288475218932,0.29531315894606713,1.0,0.10193719796329048,0.2526547596754309
FT10-T8,0.017904539268304136,0.029595828968914068,0.07185344318999913,0.09168212096743895,0.03783442942401649,0.0508563555859985,0.10282727267497176,0.04770215410320916,0.12547093683858504,0.267334502136847,0.062056262512305435,0.08410746881262521,0.10725359478279063,0.5913988616830929,0.1187957858644116,0.16147401324070854,0.14304930819641415,0.06428879246870005,0.07185344318999913,0.2321457158885272,0.10193719796329048,1.0,0.1187957858644116
T8-P8-1,0.05369467472618442,0.11206126003179398,0.29521806924909394,0.19456737072106925,0.09005743333101056,0.1945880703024159,0.26113806829982955,0.13187509430816252,0.134775870310562,0.3004289951410435,0.4191523074500686,0.2030482813423281,0.09745078719025392,0.14046526587529895,1.0,0.15966808950436567,0.24347513398970477,0.2827620082718615,0.295218069249094,0.0760031533802816,0.2526547596754309,0.1187957858644116,1.0
