,FP1-F7,F7-T7,T7-P7,P7-O1,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,FP2-F8,F8-T8,T8-P8-0,P8-O2,FZ-CZ,CZ-PZ,P7-T7,T7-FT9,FT9-FT10,FT10-T8,T8-P8-1
C4-P4,0.28740822831738144,0.09004933242406529,0.16681446378891884,0.20323799357725014,0.1288211493830951,0.4349654268017771,0.48445701541100367,0.09766489749883502,0.10074787000611804,0.34882801770040567,1.0,0.3213326765756748,0.18164714137651303,0.2426256990676001,0.3441329223183072,0.44551829168616713,0.3358546869218927,0.6846016173815203,-0.1668144637889188,0.1645271307202267,-0.2893380093269847,0.06315929060376092,0.3441329223183072
P4-O2,0.15378568575828294,0.06965469561749654,0.16957591752198392,0.48842541255090915,0.06673814733659868,0.09363796747143986,0.34146862255993926,0.595234614023401,0.04619449740597875,0.07240821416390761,0.3213326765756748,0.9999999999999999,0.09152990209989675,0.1659142612052343,0.19798496896285275,0.637839106930694,0.11254889453883206,0.34769282307207827,-0.1695759175219839,0.03986243112838038,-0.09834414166975394,-0.03085295573579764,0.19798496896285275
FP2-F8,0.7361536397517583,0.42242181029362236,0.07464144198927627,0.06118066896962615,0.7406646120567192,0.4629462330935247,0.2496378868239987,0.1625635439190827,0.7830935450846328,0.32767268768141294,0.181647141376513,0.09152990209989674,1.0,0.17698351838028845,-0.19741131669341547,-0.006906979840272222,0.4019645675006069,0.20742779378888487,-0.07464144198927629,0.04690343749669691,0.26552139965071614,-0.24596263823936268,-0.19741131669341547
F8-T8,0.4873223355152863,0.13733315281457595,0.06339876743177271,0.07820285769606106,0.40495187124593385,0.22017519242376773,0.2017409286270264,0.2261122604312418,0.5178017775678443,0.5552534094435332,0.24262569906760012,0.1659142612052343,0.17698351838028845,0.9999999999999998,0.2144838946870393,-0.04332371041368085,0.4230847110191952,0.21705350826008618,-0.06339876743177271,0.040910500941159264,-0.39523191939958857,0.5573425738027895,0.2144838946870393
T8-P8-0,0.0038820969276174926,0.09182675977835335,0.32664574432163257,0.1926774876589982,0.07493238098881906,0.15978215304196686,0.17950531299968148,0.14016777871264133,0.14300270578520846,0.31041267114807874,0.3441329223183072,0.19798496896285275,-0.19741131669341547,0.21448389468703927,1.0,0.12568463749578543,0.23494327024419057,0.2884549497679776,-0.3266457443216325,-0.02560271140895089,-0.35891646829946255,0.09574961677175642,1.0
P8-O2,0.1008522463879457,-0.04368666277576889,0.05125565433901435,0.3756850085966702,0.05019849364652566,0.17140652364781703,0.1800257123316117,0.09121218359964636,0.027042141531866355,0.10356853487493597,0.4455182916861671,0.637839106930694,-0.006906979840272223,-0.04332371041368085,0.12568463749578543,1.0,0.15814870500845354,0.34623123990085014,-0.05125565433901439,0.14215101978234482,-0.2653274768039682,-0.09701282451448788,0.12568463749578543
FZ-CZ,0.4373921399394353,0.30949244483181243,0.2249847272640065,0.21088237299322116,0.39634773220488195,0.6488571138876456,0.34531837619705813,0.08406155384514018,0.40049783833013264,0.717960830255143,0.33585468692189263,0.11254889453883207,0.4019645675006069,0.4230847110191952,0.23494327024419054,0.15814870500845354,1.0,0.2126452406869051,-0.2249847272640065,-0.03449227535188559,-0.018551295059630185,0.067965191136051,0.2349432702441905
CZ-PZ,0.21056137144358586,0.21124567853613904,0.2720336010683809,0.32216284821099733,0.12618969938826557,0.41743958419305066,0.6539082998817072,0.1783462607854444,0.1393701150951374,0.32938086580951365,0.6846016173815201,0.34769282307207827,0.20742779378888487,0.21705350826008618,0.2884549497679776,0.34623123990085014,0.2126452406869051,1.0,-0.2720336010683809,-0.004897841097406806,-0.04560552575058907,0.019899242701290887,0.2884549497679776
P7-T7,0.07039126653992644,-0.1386997513795999,-1.0,-0.14931432755696314,-0.1184581984328212,-0.3082184453620512,-0.33867917169262673,-0.2918018278108172,-0.10253968545721084,-0.16160320360148764,-0.16681446378891882,-0.1695759175219839,-0.07464144198927629,-0.06339876743177272,-0.3266457443216325,-0.05125565433901439,-0.2249847272640065,-0.272033601068381,1.0,-0.10019521646052043,-0.26107364859849147,0.06005216986445088,-0.3266457443216325
T7-FT9,0.28201145687473544,-0.599086934894616,0.10019521646052042,0.0073430019157483045,-0.028614652097174814,0.03865727770426302,-0.0406347609352682,-0.010144156863312286,0.0390476153139433,0.03924412373785003,0.1645271307202267,0.039862431128380386,0.046903437496696905,0.040910500941159264,-0.02560271140895089,0.14215101978234482,-0.0344922753518856,-0.004897841097406807,-0.10019521646052043,1.0,-0.39584699122779254,-0.22853485541266663,-0.025602711408950846
FT9-FT10,-0.24633841069379295,0.3955629465036663,0.2610736485984915,0.17571506154033809,0.03638013975172789,0.04653472138923579,0.11362169593951321,0.13306646829348345,-0.06907353439108568,-0.16444634077854686,-0.2893380093269847,-0.09834414166975393,0.2655213996507162,-0.39523191939958857,-0.3589164682994626,-0.2653274768039682,-0.018551295059630185,-0.04560552575058907,-0.26107364859849147,-0.3958469912277925,1.0,-0.44998779379148013,-0.35891646829946244
FT10-T8,-0.040156684562579016,-0.09984979070187426,-0.060052169864450874,0.0039968481877400335,-0.07566718666692197,-0.11286525747554155,-0.017140449143016052,0.003887699980537607,0.026516333877708236,0.18067826450779415,0.06315929060376092,-0.030852955735797643,-0.24596263823936268,0.5573425738027895,0.09574961677175643,-0.0970128245144879,0.067965191136051,0.019899242701290887,0.060052169864450874,-0.22853485541266663,-0.44998779379148013,1.0,0.09574961677175645
T8-P8-1,0.0038820969276174926,0.09182675977835335,0.32664574432163257,0.1926774876589982,0.07493238098881906,0.15978215304196686,0.17950531299968148,0.14016777871264133,0.14300270578520846,0.31041267114807874,0.3441329223183072,0.19798496896285275,-0.19741131669341547,0.21448389468703927,1.0,0.12568463749578543,0.23494327024419048,0.2884549497679776,-0.3266457443216325,-0.025602711408950846,-0.3589164682994625,0.09574961677175646,1.0
