,FP1-F7,F7-T7,T7-P7,P7-O1,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,FP2-F8,F8-T8,T8-P8-0,P8-O2,FZ-CZ,CZ-PZ,P7-T7,T7-FT9,FT9-FT10,FT10-T8,T8-P8-1
C4-P4,0.03712004372824552,0.005651487971100902,0.04158071210874303,0.10404867890235985,0.0131887186455537,0.10925954539672457,0.26925273304655123,0.04464118209988163,0.039676999475239144,0.06305300586295669,0.9999999999999999,0.14630571783876292,0.030949768105020856,0.04677854296881146,0.1140577378372233,0.1501197562253038,0.08564392680256147,0.43776194275262886,0.04158071210874303,0.0036899405952102397,0.010823414649484003,0.006897106077563509,0.1140577378372233
P4-O2,0.012726181910149343,0.0045714794087925,0.055308332998742854,0.23160768362170628,0.0027201930425759303,0.010675062766155412,0.1319225737554336,0.30870641537563226,0.011755873505282498,0.0250791641117505,0.14630571783876292,0.9999999999999999,0.007523865747543485,0.0035102239945091433,0.032819953647461125,0.5204767743603933,0.007343131760715143,0.1300167510730887,0.055308332998742854,0.003124428524664803,0.01119382636316087,0.01324270575480726,0.032819953647461125
FP2-F8,0.3788868936726752,0.025049748380395098,0.004511556294831362,0.005097883234815375,0.2019197275667725,0.06335897024835985,0.04322175633607597,0.017180160378345785,0.3684602746036996,0.042314957951105,0.030949768105020856,0.007523865747543485,1.0,0.014368935155063474,0.03943971881038291,0.0012364076756891007,0.04781352824526859,0.016121286419457183,0.004511556294831362,0.009163218041242212,0.055224383497259645,0.003974197925235812,0.03943971881038291
F8-T8,0.08252678984503276,0.006754722074227898,0.0059070126347715,0.005642125214401366,0.03379616100453247,0.029258293695663715,0.01835894036560555,0.008953045811477607,0.0806671352163843,0.15803208342015249,0.04677854296881146,0.0035102239945091433,0.014368935155063474,1.0,0.009773070915336331,0.017069087988009102,0.055675135847951814,0.032355668035896165,0.0059070126347715,0.0023109610595654067,0.04647550520105748,0.45643416701044387,0.009773070915336331
T8-P8-0,0.0061835245473196715,0.026270188652573166,0.0880243548275745,0.06854308735784809,0.029603258268415488,0.016409888377313473,0.02955096821188743,0.015114010822129353,0.039564084202814605,0.05780483401566247,0.1140577378372233,0.032819953647461125,0.03943971881038291,0.009773070915336331,0.9999999999999999,0.021103927660380817,0.03294299025477246,0.09000987283192587,0.08802435482757448,0.031704751243313525,0.055289861747032785,0.019194237509354325,0.9999999999999999
P8-O2,0.003271867892972258,0.004911994519196816,0.0577943631124243,0.23273856167774862,0.0019973963800702177,0.030437862345968802,0.13541445193694807,0.08287163514424091,0.0022787994728366754,0.005160729948990286,0.1501197562253038,0.5204767743603934,0.0012364076756891007,0.017069087988009102,0.021103927660380817,0.9999999999999999,0.03033420420888847,0.1711765884453269,0.0577943631124243,0.008535388321860073,0.027466706520858333,0.014548769639378211,0.021103927660380817
FZ-CZ,0.05448296038843826,0.026035610134825846,0.025706745421687886,0.015584571626581228,0.03393966769629777,0.35257174337410685,0.05430497395377039,0.022889361864611858,0.03603345779972679,0.33163233782412593,0.08564392680256147,0.007343131760715143,0.04781352824526859,0.055675135847951814,0.03294299025477246,0.03033420420888847,1.0,0.01962154459826336,0.025706745421687882,0.011741108101582255,0.0021315982304712954,0.019035797807757583,0.03294299025477246
CZ-PZ,0.016187592409897825,0.015385651507685916,0.08349391592177274,0.12895667362238045,0.010629241595898203,0.13007947877549633,0.4378394209463837,0.03306776319890317,0.006067225239119443,0.07189870871841689,0.43776194275262886,0.13001675107308866,0.01612128641945718,0.032355668035896165,0.09000987283192587,0.1711765884453269,0.01962154459826336,0.9999999999999999,0.08349391592177274,0.004155150702186327,0.0024189762790195316,0.009047489941873162,0.09000987283192587
P7-T7,0.007686464269412784,0.010845750597754932,0.9999999999999999,0.030828732445925624,0.02404019431808305,0.05173863280661144,0.12626191724273858,0.09441154288880195,0.014721066921631065,0.013450942463240636,0.04158071210874303,0.055308332998742854,0.004511556294831363,0.0059070126347715,0.08802435482757448,0.0577943631124243,0.025706745421687886,0.08349391592177274,0.9999999999999999,0.023849180616127744,0.026370826377872282,0.006159228402482775,0.08802435482757448
T7-FT9,0.07163789434701201,0.6402308511779774,0.02384918061612775,0.006817100722701053,0.06860226067658594,0.015081259826122568,0.025412750303990008,0.01878867418075387,0.00850284928109787,0.0022753524967627416,0.0036899405952102397,0.003124428524664803,0.009163218041242212,0.0023109610595654067,0.031704751243313525,0.008535388321860073,0.011741108101582255,0.004155150702186327,0.023849180616127744,0.9999999999999997,0.06151765839655276,0.024758572856496863,0.031704751243313525
FT9-FT10,0.07399751294024391,0.06389157862461035,0.026370826377872282,0.01574239029358358,0.00953195509226863,0.001047993816579221,0.006065959233544366,0.003807334470087405,0.0011571607699003906,0.004904064303725615,0.010823414649484003,0.011193826363160868,0.05522438349725966,0.04647550520105748,0.055289861747032785,0.027466706520858333,0.0021315982304712954,0.0024189762790195316,0.026370826377872282,0.06151765839655276,0.9999999999999997,0.03622857496984508,0.055289861747032785
FT10-T8,0.0013444342344918685,0.003664831971957201,0.006159228402482773,0.0038136030064812145,0.0028443524416637846,0.005456665898013346,0.0013866423920627193,0.002271361437975614,0.02506703345312409,0.08490133243757396,0.006897106077563508,0.01324270575480726,0.003974197925235812,0.45643416701044387,0.019194237509354325,0.014548769639378211,0.019035797807757583,0.009047489941873162,0.006159228402482773,0.024758572856496863,0.03622857496984508,0.9999999999999999,0.019194237509354325
T8-P8-1,0.0061835245473196715,0.026270188652573166,0.0880243548275745,0.06854308735784809,0.029603258268415488,0.016409888377313473,0.02955096821188743,0.015114010822129353,0.039564084202814605,0.05780483401566247,0.1140577378372233,0.032819953647461125,0.03943971881038291,0.009773070915336331,0.9999999999999999,0.021103927660380817,0.03294299025477246,0.09000987283192587,0.08802435482757448,0.031704751243313525,0.055289861747032785,0.019194237509354325,0.9999999999999999
