,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,MK
EEG Cp1,0.03571435973111185,0.5502133255653077,0.0522623699193837,0.9309961136166593,0.730320436336736,0.4411445925533567,0.1395446572053992,0.6857527552660856,0.04508831538257737,0.5021484290286458,1.0,0.785308373924784,0.3570512622590392,-0.06571379739642047,0.48813865588154326,0.13924234141931294,-0.3669504636005506,0.4096145807753558,0.7357118339282503,0.13338112104844677,0.4301945842441995,0.4352399552370927,0.0908386590275648,0.051382394172904834,0.11246489522456071,0.4312546486147328,0.44990576097632196,0.38744285750421387,,,0.12970855027941647,0.01395057363350356,0.3092359804074041,0.026329157490797245
EEG Cp5,0.045300958236742545,0.5101195335401202,0.0833845561771758,0.7527596649580647,0.47040472049719395,0.1892951237054185,0.022081162040357195,0.6017569019366421,0.002482386127009274,0.3485427658968968,0.785308373924784,1.0,0.15635774362698704,-0.045675677283892616,0.2867304836369272,0.0938233900560234,-0.2567677669741321,0.2202325249834062,0.463222865175349,0.07627615032703862,0.18902784965947875,0.20179216769248653,0.06637074653309286,0.00405247805227318,0.0674488584080433,0.2885021297807853,0.3128616168353292,0.19485896054577379,,,0.05340011810956685,0.024847298505493533,0.07605662173207718,0.01666426498763383
EEG F9,0.018122972441759616,-0.007095173808589933,-0.04347515409547024,0.4571365059261515,0.49033752760265703,0.8353421507112898,0.4949177793900698,0.45382375443612766,0.01249471915990481,0.3634877235714869,0.3570512622590392,0.15635774362698704,1.0,-0.024872113829384052,0.18598433264254108,0.07410394384074184,-0.16795843315382497,0.0018570128553506025,0.3629562889479897,0.11147765659939592,0.6688005978358704,0.6016690948797037,0.06288179502654488,0.035360624933498785,0.01921828430965065,0.2091164114344301,0.0647370764638313,0.5945492959630727,,,0.31445623110622534,0.025036987275436427,0.3118674109530825,0.005388592005303786
EEG Fz,0.08720987811964752,-0.0692969721523267,-0.01284759956799669,-0.05595950499150495,-0.02616399777055514,-0.03312883261703528,0.04387593204619369,-0.06532873319173237,0.09116336317689852,-0.0677971520866298,-0.06571379739642047,-0.045675677283892616,-0.024872113829384052,1.0,0.15344435905616965,0.3532852332581539,0.06643963690139168,-0.05650257869640537,-0.06323290225987829,0.10148422029170599,-0.04410719962063318,-0.013256656373232709,0.33817470666707317,0.31213696099698224,0.33527697255371935,0.012680817116774509,-0.06103837180661688,-0.035490023774036365,,,0.02530122132458533,0.2743768053015623,-0.08600458682189745,0.015887270376457496
EEG Cz,0.17186387670829834,0.28120677094556423,0.009264510654576343,0.4011220704567959,0.33341798050208155,0.2353921576715347,0.1158307751903572,0.23720464775038944,0.2112478631482792,0.19851240227009526,0.48813865588154326,0.2867304836369272,0.18598433264254108,0.15344435905616965,1.0,0.4324174218363791,-0.2211642788694661,0.39559193854844277,0.4297032551786061,0.32605082870484214,0.21403254152968035,0.24597713953736938,0.3219219812579948,0.30486575315736497,0.39525239159341774,0.36164435911289383,0.301880576817492,0.18255606870511706,,,0.08558260990582618,0.18956333183938312,0.2080474417881629,0.027160604268476593
EEG Pz,0.18067608874299215,0.058999825452300286,0.1692308233111538,0.12639969693757278,0.1188166494083087,0.07412756232893608,0.10806877194862481,0.03836367680115313,0.2523009761430535,0.03216402087917851,0.13924234141931294,0.0938233900560234,0.07410394384074184,0.3532852332581539,0.4324174218363791,1.0,-0.0368855905310333,0.11397141381997732,0.12191490366199036,0.2974769765686138,0.06502332270894305,0.09284620342130454,0.5009486291162173,0.4206995424789188,0.4980095750121639,0.25035222003787216,0.07430975049763892,0.07137887027648772,,,0.08666163620321979,0.29732005987093896,0.028475411189838196,0.03454199907671474
EEG F4,-0.008981888457321936,-0.24164041389532956,0.03528827136522856,-0.31496601374453337,-0.2623702230043211,-0.18985457503945588,-0.0061420213931062066,-0.2597073424539423,0.013747779304039557,-0.20295408864539705,-0.3669504636005506,-0.2567677669741321,-0.16795843315382497,0.06643963690139168,-0.2211642788694661,-0.0368855905310333,1.0,-0.1176384906023753,-0.25549931453313,-0.044966462915281634,-0.21275680577685693,-0.20878974081127913,-0.019769678104578223,-0.013723516264580075,-0.0063413889134956184,-0.16550626361004786,-0.12055348529697973,-0.14983191749503835,,,-0.0361036000795572,-0.014848388481432058,-0.2289111015482254,-0.029113213364861293
EEG C4,0.054014642391721435,0.21841828676836594,-0.015505179165771491,0.2978527443967359,0.20233195875831522,0.031987499613291344,-0.026457248625889516,0.14939472569771745,0.006548102892930022,0.12624537994978408,0.4096145807753558,0.2202325249834062,0.0018570128553506025,-0.05650257869640537,0.39559193854844277,0.11397141381997732,-0.1176384906023753,1.0,0.6422101847995,0.11236812883177996,-0.08254091986960752,-0.08471898412134736,0.07831590742866758,0.06818840116206146,0.38594122821714705,0.39443475944974965,0.7773178486415445,-0.04198657394235746,,,0.016320640437091357,0.018488263091297127,0.2518786811050712,0.02033114497121678
EEG P4,0.036490269733586794,0.1327362359470697,0.0020640008093500335,0.7575094693472542,0.6547075576052797,0.4543955389776625,0.19029139535700806,0.5762076498458033,0.024275312051494347,0.35182138705055926,0.7357118339282503,0.463222865175349,0.3629562889479897,-0.06323290225987829,0.4297032551786061,0.12191490366199036,-0.25549931453313,0.6422101847995,1.0,0.1273713737740514,0.43397127338440694,0.478702563303689,0.07663086462875797,0.05133650916763912,0.1748626283615095,0.4993594710255873,0.8254163973248072,0.38953539135710913,,,0.1323088420329007,0.011018921447935618,0.274743692266347,0.020878439384227666
EEG O2,0.2271620662206145,0.06725469649978104,-0.01629679943574924,0.13984452204446898,0.1368808678047894,0.12383776732022087,0.09435407669250838,0.07848168522296937,0.131431014322143,0.029784273214461972,0.13338112104844677,0.07627615032703862,0.11147765659939592,0.10148422029170599,0.32605082870484214,0.2974769765686138,-0.044966462915281634,0.11236812883177996,0.1273713737740514,1.0,0.09923395232312368,0.11300742067360879,0.28494834895178917,0.35154623097665777,0.34965263571319616,0.2887434450852613,0.07831180507894414,0.08895865835538973,,,0.07280578188953714,0.2836163909341203,0.0667611628650065,0.007456687627886064
EEG F8,0.025228488881373898,0.008279041485167218,-0.035913795759498275,0.5120302535099693,0.5527312425292159,0.7720447266077953,0.41149740896964465,0.44201872571944184,-0.005334642838555913,0.3497705306584788,0.4301945842441995,0.18902784965947875,0.6688005978358704,-0.04410719962063318,0.21403254152968035,0.06502332270894305,-0.21275680577685693,-0.08254091986960752,0.43397127338440694,0.09923395232312368,1.0,0.8925459348831877,0.08137676405859538,0.03876568401554578,0.003234960081293851,0.2502173979834493,0.063871914059265,0.8294249486557479,,,0.2790405026817243,0.013922147990531557,0.3862042477609429,0.024191225498732396
EEG T4,0.04006694284218115,-0.021058332029153862,-0.029786295673683946,0.5274075702973862,0.5434908214109365,0.7077829281244852,0.3719940265935513,0.45309130982251666,0.005088133818811292,0.3526159051130465,0.4352399552370927,0.20179216769248653,0.6016690948797037,-0.013256656373232709,0.24597713953736938,0.09284620342130454,-0.20878974081127913,-0.08471898412134736,0.478702563303689,0.11300742067360879,0.8925459348831877,1.0,0.10394659613420261,0.06348724491548671,0.013104293048402233,0.2574653627379711,0.07613461292092648,0.7879091369356527,,,0.22654803973505883,0.040204788003712216,0.25572384026326905,0.016939304074740574
EEG T6,0.15994923017100926,0.06591121984579712,0.16341236756820168,0.08435856808978193,0.10499694239817965,0.06246311112710705,0.050875158005033796,0.00020068634084894493,0.1805459662176513,0.06694145336959648,0.0908386590275648,0.06637074653309286,0.06288179502654488,0.33817470666707317,0.3219219812579948,0.5009486291162173,-0.019769678104578223,0.07831590742866758,0.07663086462875797,0.28494834895178917,0.08137676405859538,0.10394659613420261,1.0,0.4436418242912654,0.5792346798545531,0.20049802151414037,0.03343565803443332,0.06010548764055614,,,0.06819950972988847,0.404840951657486,0.0511304945076436,0.023367963644927107
EEG Fc2,0.2748019667532012,0.04482057730607627,0.006574943410834978,0.039469347985420046,0.05429750227450228,0.03160634093756306,0.043533613412194576,-0.022571023395410495,0.07434076729934938,0.08559873613661673,0.051382394172904834,0.00405247805227318,0.035360624933498785,0.31213696099698224,0.30486575315736497,0.4206995424789188,-0.013723516264580075,0.06818840116206146,0.05133650916763912,0.35154623097665777,0.03876568401554578,0.06348724491548671,0.4436418242912654,1.0,0.5271786623347026,0.16476130521850318,0.022676845611500674,0.03510887279085016,,,0.04657459304212942,0.28577101936781574,0.0637994800813344,-0.0011451279335125727
EEG Fc6,0.19895834850997715,0.11865939842016027,0.0905178638031081,0.06179383974162914,0.062200966581677807,0.010314638322144696,0.12829025786227777,-0.04686399274035287,0.10077064614461016,0.013931913008884172,0.11246489522456071,0.0674488584080433,0.01921828430965065,0.33527697255371935,0.39525239159341774,0.4980095750121639,-0.0063413889134956184,0.38594122821714705,0.1748626283615095,0.34965263571319616,0.003234960081293851,0.013104293048402233,0.5792346798545531,0.5271786623347026,1.0,0.2599510118095315,0.21677622174583877,0.01645834446135112,,,0.04583466411975228,0.40829521723112844,0.12160961578867645,0.017205657983954004
EEG Cp2,0.17816971408364923,0.13655526414344257,-0.023503985354606297,0.41943620097435697,0.35648666400704193,0.25738156032537035,0.14335044763180246,0.31954094397136223,0.07683070283552751,0.13205971136087746,0.4312546486147328,0.2885021297807853,0.2091164114344301,0.012680817116774509,0.36164435911289383,0.25035222003787216,-0.16550626361004786,0.39443475944974965,0.4993594710255873,0.2887434450852613,0.2502173979834493,0.2574653627379711,0.20049802151414037,0.16476130521850318,0.2599510118095315,1.0,0.39326296772453584,0.21913626604831118,,,0.08603918272587387,0.12696700378018683,0.1552818799601969,0.031226507492516226
EEG Cp6,0.029988195793496795,0.11072801470492533,-0.014255295475305569,0.4168588340031183,0.2751727927164862,0.09596711902606002,0.026092795605390854,0.28671326450250983,2.4119059388608262e-05,0.12560689509252126,0.44990576097632196,0.3128616168353292,0.0647370764638313,-0.06103837180661688,0.301880576817492,0.07430975049763892,-0.12055348529697973,0.7773178486415445,0.8254163973248072,0.07831180507894414,0.063871914059265,0.07613461292092648,0.03343565803443332,0.022676845611500674,0.21677622174583877,0.39326296772453584,1.0,0.08781135770216748,,,0.00977307277496688,-0.010373163572629735,0.15783577067481852,0.015787482873652652
EEG F10,0.0458207672256331,0.03652191013988262,-0.03490696013889192,0.44121974718448126,0.4471992014175642,0.6683733710825974,0.3792684452186623,0.3383795595739772,0.016027760658789504,0.3208400636244208,0.38744285750421387,0.19485896054577379,0.5945492959630727,-0.035490023774036365,0.18255606870511706,0.07137887027648772,-0.14983191749503835,-0.04198657394235746,0.38953539135710913,0.08895865835538973,0.8294249486557479,0.7879091369356527,0.06010548764055614,0.03510887279085016,0.01645834446135112,0.21913626604831118,0.08781135770216748,1.0,,,0.2764039869487584,0.03175989280525038,0.3077196799575018,0.006123480276101066
SPO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.030683413509368974,-0.0074191317848285076,-0.015250742690947559,0.1613312978587542,0.18409427129893846,0.3406910629905671,0.09389050926280731,0.15072803531047876,0.019874612209194127,0.14849387742913062,0.12970855027941647,0.05340011810956685,0.31445623110622534,0.02530122132458533,0.08558260990582618,0.08666163620321979,-0.0361036000795572,0.016320640437091357,0.1323088420329007,0.07280578188953714,0.2790405026817243,0.22654803973505883,0.06819950972988847,0.04657459304212942,0.04583466411975228,0.08603918272587387,0.00977307277496688,0.2764039869487584,,,1.0,-0.044450379140426356,0.11661735461367294,0.015570541328132827
2,0.03850806358604452,0.012361944522912888,0.07557427629598391,0.012706939766683486,0.027800323542563253,0.021843840812130734,-0.0036085555218589235,-0.04923285739846463,0.13001934048803004,0.026098305981201154,0.01395057363350356,0.024847298505493533,0.025036987275436427,0.2743768053015623,0.18956333183938312,0.29732005987093896,-0.014848388481432058,0.018488263091297127,0.011018921447935618,0.2836163909341203,0.013922147990531557,0.040204788003712216,0.404840951657486,0.28577101936781574,0.40829521723112844,0.12696700378018683,-0.010373163572629735,0.03175989280525038,,,-0.044450379140426356,1.0,0.021640253395503826,0.0238332846293676
EEG FP2,-0.04431299467116522,0.18844534892997458,-0.04821783866306072,0.2648722895929661,0.3017700478107011,0.3767240841935087,0.18354032457391617,0.17271886874165243,0.0009526634889189825,0.2763954019118712,0.3092359804074041,0.07605662173207718,0.3118674109530825,-0.08600458682189745,0.2080474417881629,0.028475411189838196,-0.2289111015482254,0.2518786811050712,0.274743692266347,0.0667611628650065,0.3862042477609429,0.25572384026326905,0.0511304945076436,0.0637994800813344,0.12160961578867645,0.1552818799601969,0.15783577067481852,0.3077196799575018,,,0.11661735461367294,0.021640253395503826,1.0,0.01067495123247509
MK,0.020159471001286337,0.01914184082174967,0.011660851419799131,0.01904628687895239,0.01895531961086836,0.017865457543341474,-0.0020003925225654177,0.006019114677733371,0.025754042563664148,0.011560568743521404,0.026329157490797245,0.01666426498763383,0.005388592005303786,0.015887270376457496,0.027160604268476593,0.03454199907671474,-0.029113213364861293,0.02033114497121678,0.020878439384227666,0.007456687627886064,0.024191225498732396,0.016939304074740574,0.023367963644927107,-0.0011451279335125727,0.017205657983954004,0.031226507492516226,0.015787482873652652,0.006123480276101066,,,0.015570541328132827,0.0238332846293676,0.01067495123247509,1.0
