,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,MK
EEG Cp5,0.0653874502139811,0.2949646898674093,0.5603697610132338,0.5503414031684335,0.0248663520598292,0.057194050586622434,0.11483321143092623,0.5550219315857816,0.3090806482595655,0.3246432815009142,0.6252947648876662,1.0,0.03761610964533747,-0.009683914889238044,0.21050024505367074,0.18795732778225252,-0.06690454711978062,0.03274115666090137,0.1982172242537603,0.12829115552569417,0.05000452907566442,0.0774363850306001,0.10416488614089033,-0.03595458914120726,0.01686981573809267,0.09943330418224286,0.09977017479449043,0.0186796885300237,,,-0.014303347136596024,0.029891757782978225,0.0265969848846344,-0.016634129236670386
EEG F9,0.5114424674729224,-0.029470319987654134,-0.11992161645777115,0.2690452829115594,0.05786519058008775,0.8263874036995146,-0.06365790092306202,0.3102446060836971,0.06957758128631603,0.53155254767675,0.1699115881220737,0.03761610964533747,1.0,0.08819122676363574,0.08598262751963036,0.18595055736452523,-0.029408059253420837,-0.03355086650690603,0.1706677615520493,0.323109277353826,0.44810623673844624,0.41650787032569603,0.0731895209320223,-0.0481702317976309,0.0073536670891874234,0.07404661776552025,0.009721066751316542,0.5323471408059625,,,0.21867160231079283,-0.043673062724907154,-0.1664398867429493,-0.000684740669838331
EEG Fz,0.10525939745073201,0.0664306498608686,0.009450692294717903,-0.005442106120187215,-0.06678945420624548,0.0552113687033291,-0.028149997021511632,0.0200117357457206,0.06596588853438164,0.05745374692005111,-0.0298466485857019,-0.009683914889238044,0.08819122676363574,1.0,0.06596089401886893,-0.062041165923894845,0.053483802053706536,-0.022709955773440874,-0.05967314263698331,-0.0007962678647746356,0.01027970553963964,0.008437161392533058,-0.004586140538699671,0.3067230832059034,-0.01199298996126506,-0.047164312926888385,-0.04593341667765663,0.047220685783636515,,,0.07049016732803953,-0.0531571205105909,-0.008720984952658016,0.0019235520320993486
EEG Cz,0.08123367337264122,-0.04066057350984712,0.29623429633531356,0.5454917318319071,0.232233665088921,0.24593744129068584,0.17608631246062648,0.39265693785189865,0.09494444288028747,0.2936946225005627,0.6230552288955741,0.21050024505367074,0.08598262751963036,0.06596089401886893,1.0,0.4628265768485959,0.047291914855325405,0.3817689202371589,0.6059381364605673,0.358201931568874,0.23166904412248138,0.2782188396942169,0.3149276126534031,0.0669266247851367,0.10914933804685024,0.4047788238204255,0.4363281681317402,0.21115816889428435,,,0.11324184761235936,0.02789893383379697,0.17299333361911734,-0.00951660876509647
EEG Pz,0.08349368901235599,-0.07979352300234394,0.175499576591575,0.5681780242807266,0.3730687290919806,0.3162086381909129,0.10992337132757816,0.39622882342757393,0.017626936259846685,0.2901109052891926,0.5088652144978667,0.18795732778225252,0.18595055736452523,-0.062041165923894845,0.4628265768485959,1.0,-0.06471506251933515,0.17668718924009022,0.5478361511182219,0.41265294147416637,0.25828397101797934,0.3128316986389879,0.25732872577577065,-0.003956110719474038,0.0853403245228633,0.20795902722360202,0.35070655243090554,0.2625463159693884,,,0.11568460686710917,-0.0021212992938313847,0.11722236784172076,0.00039931618069154407
EEG F4,-0.017744316921117085,-0.024251239011287597,-0.07140037970161932,-0.07084108823671784,-0.016833499152417844,-0.046679035415266745,0.05656325030541558,-0.06796981399532787,-0.005648712318824499,-0.05961604447987372,-0.09880517880204528,-0.06690454711978062,-0.029408059253420837,0.053483802053706536,0.047291914855325405,-0.06471506251933515,1.0,-0.06736720135322428,-0.03579239268968372,-0.05699608365761733,-0.038633978155104866,-0.05672376716383906,-0.01407482102835961,-0.10628277518782368,-0.000288704596498841,-0.025187036648203567,0.017803249942854305,-0.06330254852863956,,,-0.019367687021311093,-0.028405898127654903,-0.02308481927319934,0.009001537523115758
EEG C4,-0.027102526799864916,-0.08673698239168588,0.04231283762744464,0.12126589010368834,0.027490781555641684,0.01933176538367174,-0.01160237959541815,0.08608967695988054,-0.04701744904432648,0.02698951788485404,0.17889860078095277,0.03274115666090137,-0.03355086650690603,-0.022709955773440874,0.3817689202371589,0.17668718924009022,-0.06736720135322428,1.0,0.3874890112977592,0.12558017313932904,-0.15383837915291323,-0.033412437072856474,0.20648588215984817,0.016539241290661644,0.01798227838532694,0.24888138810473848,0.42820971767475613,-0.036251871930209324,,,0.04120885259067391,0.07014159080365191,0.06861477351127314,-0.0019073087636220607
EEG P4,0.007532981997125475,-0.23961647761392166,0.05428729589477005,0.5953913452079871,0.2376001782193306,0.32600951346314483,0.11983198647458221,0.4593253739869275,-0.15328065978684213,0.24111519088810476,0.5411668823340774,0.1982172242537603,0.1706677615520493,-0.05967314263698331,0.6059381364605673,0.5478361511182219,-0.03579239268968372,0.3874890112977592,1.0,0.4866781705697261,0.2685742475617116,0.423516363417084,0.48400445360833566,0.01575897685145143,0.09183934322742383,0.4895788609035495,0.8176191121244064,0.3073250363089159,,,0.08813460751297332,0.05047832682866594,0.13632427060794783,-0.0036051384341144336
EEG O2,0.22536121806582854,-0.11627833406058603,0.0935610760741839,0.5538298285216189,0.3327395460554915,0.4183769724815069,0.10297600311443247,0.3519545444497407,0.019918179899129747,0.318819195288097,0.44326316885956796,0.12829115552569417,0.323109277353826,-0.0007962678647746356,0.358201931568874,0.41265294147416637,-0.05699608365761733,0.12558017313932904,0.4866781705697261,1.0,0.3180037079040333,0.37038309581183243,0.18900061632681153,-0.011776844810504348,0.03811553650998684,0.23277737447163507,0.23130562555919054,0.3700264509636679,,,0.18384998139631775,0.09688207805626166,0.09933918960564392,0.00439008209708428
EEG F8,0.34672700804626977,-0.04668860324961684,-0.01332467262543422,0.33179974460551387,0.18872277784569721,0.527770129230976,0.10704647553251923,0.2554584657781452,0.014664481371049703,0.36372117809724136,0.2696680331756318,0.05000452907566442,0.44810623673844624,0.01027970553963964,0.23166904412248138,0.25828397101797934,-0.038633978155104866,-0.15383837915291323,0.2685742475617116,0.3180037079040333,1.0,0.6563530251937744,0.13781898525617736,-0.054473189218618136,0.0353107080746035,0.1403154824856116,0.10292246548219726,0.6878982133645196,,,0.16189895568129287,0.02724594396987618,0.057107181564169204,0.026588582525358423
EEG T4,0.20465921197291573,-0.12152043148968537,-0.0633573107131963,0.4208431667129334,0.20407554265063588,0.5642134255341075,0.06940910794589865,0.36179637587728997,-0.04698236574525263,0.3793384873310851,0.336455843853987,0.0774363850306001,0.41650787032569603,0.008437161392533058,0.2782188396942169,0.3128316986389879,-0.05672376716383906,-0.033412437072856474,0.423516363417084,0.37038309581183243,0.6563530251937744,1.0,0.25267441682019115,-0.03668592085842215,0.0371594880733074,0.22133735487793882,0.1740081709887007,0.8276612896323079,,,0.11735253201290344,0.056301802784755,0.0879511223934994,0.008467491396222734
EEG T6,-0.018114492453271888,-0.08703518366996552,0.03519797190919511,0.26637908126877424,0.10906771849259715,0.13339009009840383,0.13397867108493325,0.2023779838393331,-0.07685701924867469,0.10872218538390317,0.23387890349819163,0.10416488614089033,0.0731895209320223,-0.004586140538699671,0.3149276126534031,0.25732872577577065,-0.01407482102835961,0.20648588215984817,0.48400445360833566,0.18900061632681153,0.13781898525617736,0.25267441682019115,1.0,0.009666952284684454,0.06878170385475749,0.26486132063383533,0.44410409134177314,0.1541044327023522,,,0.02670965449975438,0.1942995428197632,0.209782499380694,-0.0022379544156640833
EEG Fc2,-0.08252330252707309,-0.09422506922881066,-0.05156209700206707,-0.01878984622704091,-0.04051682150202368,-0.03155563076662474,0.021656300018215106,0.01765641884199855,-0.10506830671800108,-0.06290834362130303,-0.022003317268698114,-0.03595458914120726,-0.0481702317976309,0.3067230832059034,0.0669266247851367,-0.003956110719474038,-0.10628277518782368,0.016539241290661644,0.01575897685145143,-0.011776844810504348,-0.054473189218618136,-0.03668592085842215,0.009666952284684454,1.0,0.0048092881562850865,0.010295066892801309,0.02115250558485228,-0.05490329462713146,,,0.049443836477461534,-0.06854885455530005,0.06585916658488747,-0.020815853380540362
EEG Fc6,0.024989557489400006,0.00916247500801811,0.051003531390310226,0.05412860409992554,0.039281748064918555,0.05349927990199028,0.055461725745732236,0.03395227144065259,-0.05014778392252246,0.04212632944577225,0.08185100191738758,0.01686981573809267,0.0073536670891874234,-0.01199298996126506,0.10914933804685024,0.0853403245228633,-0.000288704596498841,0.01798227838532694,0.09183934322742383,0.03811553650998684,0.0353107080746035,0.0371594880733074,0.06878170385475749,0.0048092881562850865,1.0,0.06229187801155826,0.0799947015695756,0.018803296184862813,,,-0.017146494459903697,-0.11300996288483522,0.07263756676415764,0.026465386640972335
EEG Cp2,0.008916782080800899,-0.13686348506453413,0.056450440630209466,0.3392447763626321,0.12104012184632072,0.1679320095484754,0.06687056187866963,0.267890450406805,-0.058533111141137434,0.13510563041169998,0.32743671252148066,0.09943330418224286,0.07404661776552025,-0.047164312926888385,0.4047788238204255,0.20795902722360202,-0.025187036648203567,0.24888138810473848,0.4895788609035495,0.23277737447163507,0.1403154824856116,0.22133735487793882,0.26486132063383533,0.010295066892801309,0.06229187801155826,1.0,0.32319495169877455,0.1628896816059277,,,0.06428699459311382,0.10496216483529508,0.11828865857815017,0.005282619068785244
EEG Cp6,-0.0921285184756023,-0.23750110362225463,-0.03425463144315634,0.30074228749151793,0.12252377767961467,0.10299434152415764,0.07662555409738643,0.2152084619402002,-0.20017931052651142,0.03226919860711102,0.2732500761963475,0.09977017479449043,0.009721066751316542,-0.04593341667765663,0.4363281681317402,0.35070655243090554,0.017803249942854305,0.42820971767475613,0.8176191121244064,0.23130562555919054,0.10292246548219726,0.1740081709887007,0.44410409134177314,0.02115250558485228,0.0799947015695756,0.32319495169877455,1.0,0.10924937835054854,,,0.026651176354161452,0.026551213645672277,0.1029380715465368,0.004715232307609852
EEG F10,0.375701694444861,-0.08772609534301526,-0.07942008009954975,0.3420999120412795,0.18384835349825598,0.6236449267020917,0.05521110393239426,0.2688794610735566,0.03406872975848127,0.3697747206554605,0.2603896530499952,0.0186796885300237,0.5323471408059625,0.047220685783636515,0.21115816889428435,0.2625463159693884,-0.06330254852863956,-0.036251871930209324,0.3073250363089159,0.3700264509636679,0.6878982133645196,0.8276612896323079,0.1541044327023522,-0.05490329462713146,0.018803296184862813,0.1628896816059277,0.10924937835054854,1.0,,,0.18178324921326366,0.032731517089199746,0.08228887102392218,0.003459284022848402
SPO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.17081577252482083,-0.017399341502212007,-9.602571550649887e-05,0.12246582148922802,0.08742074477194882,0.25105199056337707,0.049227957908873965,0.10796263462078769,0.0033436233237306465,0.17262305365142447,0.09325315718126077,-0.014303347136596024,0.21867160231079283,0.07049016732803953,0.11324184761235936,0.11568460686710917,-0.019367687021311093,0.04120885259067391,0.08813460751297332,0.18384998139631775,0.16189895568129287,0.11735253201290344,0.02670965449975438,0.049443836477461534,-0.017146494459903697,0.06428699459311382,0.026651176354161452,0.18178324921326366,,,1.0,0.039951127617088786,0.04514808550921038,-0.0032644587206683198
2,-0.03213843611163789,-0.0010774062651823782,0.015376617450946576,0.043090323508330905,0.09638793950986504,-0.0005886637410873689,0.15088243658974482,0.030072653685334624,0.05498357251260078,0.029919102130744262,0.034075563976061,0.029891757782978225,-0.043673062724907154,-0.0531571205105909,0.02789893383379697,-0.0021212992938313847,-0.028405898127654903,0.07014159080365191,0.05047832682866594,0.09688207805626166,0.02724594396987618,0.056301802784755,0.1942995428197632,-0.06854885455530005,-0.11300996288483522,0.10496216483529508,0.026551213645672277,0.032731517089199746,,,0.039951127617088786,1.0,0.26485071213249145,0.005089297361468316
EEG FP2,-0.08577184223367136,-0.06003690895787671,0.04396198612713476,0.12870495793994632,0.15411046101450904,0.024011829241621267,0.38131310230881416,0.08743348023487552,-0.07255616024523925,0.0345296195683454,0.13929827954270965,0.0265969848846344,-0.1664398867429493,-0.008720984952658016,0.17299333361911734,0.11722236784172076,-0.02308481927319934,0.06861477351127314,0.13632427060794783,0.09933918960564392,0.057107181564169204,0.0879511223934994,0.209782499380694,0.06585916658488747,0.07263756676415764,0.11828865857815017,0.1029380715465368,0.08228887102392218,,,0.04514808550921038,0.26485071213249145,1.0,0.015055606466279394
MK,-0.0113622757328299,-0.0012298838463340367,-0.008230057474100851,0.0035564283604878236,0.017450921003789602,-0.0024082490646031495,-0.015022835993426771,-0.007431281418509047,-0.015744832466304322,0.0033447677371866835,-0.016901956443943347,-0.016634129236670386,-0.000684740669838331,0.0019235520320993486,-0.00951660876509647,0.00039931618069154407,0.009001537523115758,-0.0019073087636220607,-0.0036051384341144336,0.00439008209708428,0.026588582525358423,0.008467491396222734,-0.0022379544156640833,-0.020815853380540362,0.026465386640972335,0.005282619068785244,0.004715232307609852,0.003459284022848402,,,-0.0032644587206683198,0.005089297361468316,0.015055606466279394,1.0
