,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,MK
EEG Cp1,-0.18461308050037578,-0.04636292231998968,0.21189114348656812,0.9129509909600827,0.38444459834158895,0.1590252401130808,0.4604639748084271,0.037164623856097194,0.17393872089397763,0.37072783073720916,1.0,0.4043512156240239,0.4144996843498188,-0.02073267469060684,0.7692312200534297,0.8465821051817924,-0.38443747200149847,0.36280991335401536,0.6982311213728054,0.25132891958377557,-0.02012345131648276,0.33918264950854193,-0.0031202345870208316,0.010789315037445507,0.0688003496376145,0.13727403254530196,0.5503140885419128,0.22511958523805886,,,0.330402803327524,-0.005840931236167597,-0.2641840197823325,0.0077263894290821875
EEG Cp5,-0.10430314791548115,-0.12983018983971598,0.01733664287663885,0.48560627883572927,-0.007840750106067667,0.06105296033170785,0.287060869113816,0.03730051599788516,0.10206529784652409,0.1461620191579152,0.4043512156240239,1.0,0.22957403444720884,-0.0217353468571728,0.16489414750561213,0.3772599177994576,-0.33857446437287064,0.11484553244793276,0.3948275943395061,-0.342239875241764,0.048890594598886894,0.2134027241587421,0.03176328607419271,0.08540974271138493,0.1038871557989308,0.0937034553418819,0.31236545147858835,0.1927995523966759,,,0.10433321422798846,-0.003956480861058183,-0.12180990473483998,0.008427789358488877
EEG F9,0.16320909251609952,0.2113450231383223,0.05343467458903437,0.4520736987665144,0.25577700947368615,0.7739871624612855,0.7889146444173757,-0.02485116003932521,0.16615365942875265,0.580098108608116,0.4144996843498188,0.22957403444720884,1.0,0.015490490834104259,0.15989067673574794,0.2948326787070097,-0.311446231157619,0.01230837352227941,0.2506457838836859,0.25338847613811555,-0.12656707560551672,0.1687273293071768,-0.10886614438596288,-0.028993202980731114,-0.12915594225944024,0.05946151916007875,0.27888831157622646,-0.0024902543746512457,,,0.24355413995662714,0.07637176024143216,-0.1169400474272327,-0.0023816773389503227
EEG Fz,-0.07781449209887081,0.08503656832938786,-0.06943612361542124,-0.020356909369027894,-0.049582224076057835,0.0320502618426666,0.02680249635998306,0.036342844581783454,0.09288802123996101,0.04158811379167189,-0.02073267469060684,-0.0217353468571728,0.015490490834104259,1.0,0.018632342838838054,-0.006941116208666523,0.043648215991274365,-0.0054345392489483805,-0.03318769687647273,0.0996767314604052,0.0037866571365466777,0.007864487477861124,0.15825456504122865,0.17094359567827414,-0.0010674913257311394,0.007028869463484798,-0.013633885340108523,-0.016658898065613388,,,-0.06317154001243576,0.044418325299651736,0.0185432260950346,-0.009860878755775215
EEG Cz,-0.4265689779418405,-0.3386957094834636,0.16238943375149714,0.6446563990229369,0.17929120132459503,-0.11894610959574431,0.24294701214243197,0.08212820920662645,-0.017110845809838602,0.09000429468447378,0.7692312200534297,0.16489414750561213,0.15989067673574794,0.018632342838838054,1.0,0.8187106399410136,-0.26342621437655106,0.5215048042974885,0.6928227475342245,0.26868278084816466,0.06283700490232103,0.3489435471054585,0.06982479767300652,0.005432065365808018,0.19978406580679914,0.12387396117284209,0.5461444087776949,0.33198240023309733,,,0.23054894982548174,-0.08360848734081439,-0.23662352653781626,0.0026551967392141433
EEG Pz,-0.29407957751617986,-0.30920383956116354,0.1671697735769773,0.8342195175414637,0.24718991119296577,0.03224497367522193,0.39021460433689104,0.13248822903784904,-0.008287921692843713,0.18266134517685315,0.8465821051817924,0.3772599177994576,0.2948326787070097,-0.006941116208666523,0.8187106399410136,1.0,-0.27577364945705607,0.5230657703680306,0.785406694927046,0.19674297364110366,0.13617251814185571,0.44625008121482534,0.021128228130045078,0.04637012050068923,0.2237106314934939,0.1492175648512112,0.6727573678369961,0.3894940107266841,,,0.30245727303402786,-0.017431806329468842,-0.17199705755430944,0.008117325421025364
EEG F4,-0.0767039386836826,0.0018065100504269071,-0.029920557373499926,-0.2945345570869391,-0.06835217053499802,-0.16268868149003088,-0.16140011099300267,0.03587189509292493,-0.1984245030764551,-0.1422690273941031,-0.38443747200149847,-0.33857446437287064,-0.311446231157619,0.043648215991274365,-0.26342621437655106,-0.27577364945705607,1.0,0.38815090874799735,-0.11490037774083306,0.15810587593816547,0.3345290655768879,0.18274826649820938,0.12172657609989494,-0.010135049421602746,0.5143624533963698,-0.053185329133032345,0.08234896544928401,0.24387369621746463,,,-0.029575826033201313,-0.017139392381983604,0.3203245241114927,0.007761130293241188
EEG C4,-0.4425016213829754,-0.38062818669905824,0.1012724308758342,0.41512421869247296,0.15591066243341362,-0.1904855139339712,0.19949329487362613,0.1402282597018072,-0.1948728271335408,-0.012802736779451068,0.36280991335401536,0.11484553244793276,0.01230837352227941,-0.0054345392489483805,0.5215048042974885,0.5230657703680306,0.38815090874799735,1.0,0.6824113645640356,0.23146697258779056,0.35603126107464583,0.5125473801126683,0.13469161810827926,0.00849097811037335,0.7924096318093721,0.095122365005562,0.7853154124581606,0.5517633726510548,,,0.3059874484843022,-0.08224478536168098,-0.020298195383482147,0.020348868783864087
EEG P4,-0.3606526430708571,-0.3945034873711432,0.11603436152045028,0.7544501683633643,0.24932449062364098,-0.036288442859450765,0.406219432236872,0.17783466503772558,-0.09412660073269986,0.11988403476310894,0.6982311213728054,0.3948275943395061,0.2506457838836859,-0.03318769687647273,0.6928227475342245,0.785406694927046,-0.11490037774083306,0.6824113645640356,1.0,0.08894275008245572,0.2982671521576882,0.6118903742432821,0.06400081712318181,-0.0015274519965166745,0.4428957758058478,0.14571796286355498,0.8735149640714149,0.5566922908795052,,,0.3626613476199545,-0.05731370352243349,-0.1552397666617062,0.011341421439161328
EEG O2,-0.047162795491404924,0.19708260894040203,0.144912559753185,0.17112795000050834,0.10649507609575805,0.20923316245959248,0.24977486386611814,0.06986034759885378,0.10324763523549724,0.2668053655625634,0.25132891958377557,-0.342239875241764,0.25338847613811555,0.0996767314604052,0.26868278084816466,0.19674297364110366,0.15810587593816547,0.23146697258779056,0.08894275008245572,1.0,0.08007938016841981,0.19489601232705606,-0.0032551112739460093,0.010994791346346575,0.10088493115854716,0.00464893606210734,0.20103958676787603,0.10710585766060529,,,0.10281105479539764,0.07006184121489539,-0.05027684238281813,0.014515726731142839
EEG F8,-0.1714667205963762,-0.2872384951324097,0.033923486160108325,0.11014996261981348,0.04252526158688203,-0.12602919384147365,0.12055063311344198,0.23662212670888877,-0.17508947561520957,-0.08552173292137825,-0.02012345131648276,0.048890594598886894,-0.12656707560551672,0.0037866571365466777,0.06283700490232103,0.13617251814185571,0.3345290655768879,0.35603126107464583,0.2982671521576882,0.08007938016841981,1.0,0.690685341236302,0.1311272964561502,0.02029601649714514,0.45364405827077503,0.010688465750348028,0.43453696496235117,0.8071343438930734,,,0.13864648520300948,-0.061641128475175215,0.308029494253813,0.019265677051992475
EEG T4,-0.2639014279658926,-0.27852994317833846,0.09053922686685319,0.44939430155091964,0.1840713681858525,0.009856112225981992,0.41298654365716597,0.26283193799695614,-0.07773694420477074,0.14552486637176204,0.33918264950854193,0.2134027241587421,0.1687273293071768,0.007864487477861124,0.3489435471054585,0.44625008121482534,0.18274826649820938,0.5125473801126683,0.6118903742432821,0.19489601232705606,0.690685341236302,1.0,0.1194542768943385,-0.003255602504129598,0.475669842975503,0.07772333073008025,0.7165142451095677,0.8346663986593366,,,0.3221708607492171,-0.04441157176255119,0.05572226194692778,0.01964668434819073
EEG T6,-0.2118330784440547,-0.07249171861651471,-0.027341602014137406,-0.012852329584237121,-0.017530932599015135,-0.09147378057765347,-0.0420328212823436,-0.054988235613446505,-0.04011788323330729,-0.058623934800024556,-0.0031202345870208316,0.03176328607419271,-0.10886614438596288,0.15825456504122865,0.06982479767300652,0.021128228130045078,0.12172657609989494,0.13469161810827926,0.06400081712318181,-0.0032551112739460093,0.1311272964561502,0.1194542768943385,1.0,-0.07676900236380138,0.15786274013927054,0.02801349217158414,0.05239059317189512,0.16917279578245267,,,0.0352465285919031,-0.2005558299597632,0.0556673126852795,-0.023673962593173187
EEG Fc2,-0.063822239745311,-0.04521228350580345,0.15273453117343452,0.018186037852975307,0.03507256234699386,-0.04831213310710997,0.014901062645559364,0.019283564795800092,0.10365637535370809,-0.02437868695720708,0.010789315037445507,0.08540974271138493,-0.028993202980731114,0.17094359567827414,0.005432065365808018,0.04637012050068923,-0.010135049421602746,0.00849097811037335,-0.0015274519965166745,0.010994791346346575,0.02029601649714514,-0.003255602504129598,-0.07676900236380138,1.0,0.03590485041648168,-0.014260784235709959,0.012846780256189837,0.03236702869538028,,,-0.026903687101004804,0.2992861958964319,-0.05246772487289531,0.044493044016690284
EEG Fc6,-0.23461930069382142,-0.3508761605674563,0.033783698065601615,0.15924020842250122,0.08881335427901622,-0.1947951305937452,0.1094633039704675,0.1440513395511405,-0.20238618199137742,-0.0890312394674618,0.0688003496376145,0.1038871557989308,-0.12915594225944024,-0.0010674913257311394,0.19978406580679914,0.2237106314934939,0.5143624533963698,0.7924096318093721,0.4428957758058478,0.10088493115854716,0.45364405827077503,0.475669842975503,0.15786274013927054,0.03590485041648168,1.0,0.05221680813311783,0.5687316679918123,0.5200247393893551,,,0.15775620249675937,-0.03595599955962141,0.06325215914905197,0.021704259972541495
EEG Cp2,-0.03725940958250252,-0.06137434836300981,0.01964525125050251,0.1348869118034692,0.06978759229470684,0.01626285968085745,0.06906424976311913,0.022175447282026528,-0.007977799488421018,0.028917924650265346,0.13727403254530196,0.0937034553418819,0.05946151916007875,0.007028869463484798,0.12387396117284209,0.1492175648512112,-0.053185329133032345,0.095122365005562,0.14571796286355498,0.00464893606210734,0.010688465750348028,0.07772333073008025,0.02801349217158414,-0.014260784235709959,0.05221680813311783,1.0,0.12677853147430507,0.06477028159448817,,,0.07416359949640718,-0.006586535839757958,-0.05187759145071789,-0.002821961038187204
EEG Cp6,-0.3241274506748791,-0.33410420095304477,0.11492383915299031,0.6457746454710886,0.23104584910533763,-0.00042027373260708636,0.4378644128523661,0.2350621795653001,-0.09041858276256028,0.14247430985551085,0.5503140885419128,0.31236545147858835,0.27888831157622646,-0.013633885340108523,0.5461444087776949,0.6727573678369961,0.08234896544928401,0.7853154124581606,0.8735149640714149,0.20103958676787603,0.43453696496235117,0.7165142451095677,0.05239059317189512,0.012846780256189837,0.5687316679918123,0.12677853147430507,1.0,0.6691389245851338,,,0.39859822391465594,-0.03462438880714574,-0.0864180743568555,0.025168192635751617
EEG F10,-0.37965486922322117,-0.4300114411093124,0.07902875842864583,0.3410854951536344,0.1185950890614217,-0.2057275732547081,0.22910608469564203,0.30619069444512426,-0.1778382572728064,-0.07465725752411968,0.22511958523805886,0.1927995523966759,-0.0024902543746512457,-0.016658898065613388,0.33198240023309733,0.3894940107266841,0.24387369621746463,0.5517633726510548,0.5566922908795052,0.10710585766060529,0.8071343438930734,0.8346663986593366,0.16917279578245267,0.03236702869538028,0.5200247393893551,0.06477028159448817,0.6691389245851338,1.0,,,0.2861821487389575,-0.07053311384623451,0.11544735388671305,0.022219030085985383
SPO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.131106098483897,-0.12659642318310574,0.12862158942632188,0.3542705264974288,0.3994032720247005,0.1364154706188513,0.2452609197072342,-0.08501131414218432,0.012709060887474723,0.15432473432820573,0.330402803327524,0.10433321422798846,0.24355413995662714,-0.06317154001243576,0.23054894982548174,0.30245727303402786,-0.029575826033201313,0.3059874484843022,0.3626613476199545,0.10281105479539764,0.13864648520300948,0.3221708607492171,0.0352465285919031,-0.026903687101004804,0.15775620249675937,0.07416359949640718,0.39859822391465594,0.2861821487389575,,,1.0,-0.059903610591303905,-0.07802767263505601,0.0019818119003301906
2,0.0759724935369446,0.0728427088217082,0.11698821882595738,0.004786860350607339,0.014335887783109014,0.05691702197847206,0.061271523616787754,0.18180975570769534,0.07577506142811795,0.048759867922468364,-0.005840931236167597,-0.003956480861058183,0.07637176024143216,0.044418325299651736,-0.08360848734081439,-0.017431806329468842,-0.017139392381983604,-0.08224478536168098,-0.05731370352243349,0.07006184121489539,-0.061641128475175215,-0.04441157176255119,-0.2005558299597632,0.2992861958964319,-0.03595599955962141,-0.006586535839757958,-0.03462438880714574,-0.07053311384623451,,,-0.059903610591303905,1.0,-0.031178546107303234,0.03470313709578797
EEG FP2,0.14480567933696073,0.04882307378917723,0.04292659712067679,-0.1625163535822437,-0.18743522061527312,0.08251423001402582,-0.09021384982395733,0.04218643197874951,-0.09828170799391661,-0.035156047510153075,-0.2641840197823325,-0.12180990473483998,-0.1169400474272327,0.0185432260950346,-0.23662352653781626,-0.17199705755430944,0.3203245241114927,-0.020298195383482147,-0.1552397666617062,-0.05027684238281813,0.308029494253813,0.05572226194692778,0.0556673126852795,-0.05246772487289531,0.06325215914905197,-0.05187759145071789,-0.0864180743568555,0.11544735388671305,,,-0.07802767263505601,-0.031178546107303234,1.0,-0.01532365394027528
MK,-0.0009932439813359253,-0.005570590803867794,0.003977599605370146,0.012819902825405285,0.0320286979079543,0.004243313269562484,0.011535364523284422,0.0034010980468497077,-0.010188092460266125,0.0024579456177708466,0.0077263894290821875,0.008427789358488877,-0.0023816773389503227,-0.009860878755775215,0.0026551967392141433,0.008117325421025364,0.007761130293241188,0.020348868783864087,0.011341421439161328,0.014515726731142839,0.019265677051992475,0.01964668434819073,-0.023673962593173187,0.044493044016690284,0.021704259972541495,-0.002821961038187204,0.025168192635751617,0.022219030085985383,,,0.0019818119003301906,0.03470313709578797,-0.01532365394027528,1.0
