,FP1-F7,F7-T7,T7-P7,P7-O1,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,FP2-F8,F8-T8,T8-P8-0,P8-O2,FZ-CZ,CZ-PZ,P7-T7,T7-FT9,FT9-FT10,FT10-T8,T8-P8-1
P4-O2,0.1537856857582832,0.06965469561749657,0.16957591752198387,0.4884254125509105,0.06673814733659875,0.09363796747143942,0.3414686225599398,0.5952346140234003,0.04619449740597878,0.0724082141639076,0.32133267657567477,1.0,0.0915299020998968,0.16591426120523373,0.19798496896285273,0.6378391069306966,0.11254889453883231,0.347692823072078,-0.1695759175219839,0.039862431128380324,-0.0983441416697537,-0.03085295573579763,0.1979849689628527
FP2-F8,0.7361536397517559,0.42242181029362313,0.0746414419892765,0.06118066896962606,0.7406646120567237,0.462946233093527,0.24963788682399835,0.16256354391908245,0.7830935450846322,0.3276726876814143,0.18164714137651247,0.0915299020998968,1.0,0.17698351838028906,-0.19741131669341538,-0.006906979840272223,0.4019645675006085,0.20742779378888573,-0.07464144198927648,0.04690343749669696,0.2655213996507164,-0.24596263823936346,-0.19741131669341538
F8-T8,0.4873223355152875,0.1373331528145755,0.06339876743177283,0.07820285769606108,0.40495187124593346,0.22017519242376726,0.2017409286270257,0.2261122604312413,0.5178017775678442,0.5552534094435327,0.24262569906759926,0.1659142612052337,0.17698351838028908,1.0,0.21448389468703927,-0.04332371041368086,0.4230847110191948,0.21705350826008585,-0.06339876743177282,0.04091050094115917,-0.39523191939958674,0.557342573802789,0.21448389468703927
T8-P8-0,0.0038820969276172723,0.09182675977835314,0.32664574432163224,0.19267748765899798,0.0749323809888192,0.15978215304196625,0.17950531299968087,0.14016777871264113,0.14300270578520846,0.31041267114807786,0.3441329223183071,0.19798496896285273,-0.1974113166934154,0.21448389468703927,0.9999999999999999,0.12568463749578546,0.2349432702441902,0.28845494976797714,-0.32664574432163224,-0.025602711408950707,-0.3589164682994621,0.09574961677175674,0.9999999999999999
P8-O2,0.10085224638794583,-0.04368666277576883,0.05125565433901446,0.3756850085966706,0.05019849364652579,0.17140652364781706,0.18002571233161288,0.0912121835996466,0.02704214153186638,0.1035685348749361,0.4455182916861696,0.6378391069306966,-0.006906979840272223,-0.04332371041368087,0.12568463749578546,1.0,0.15814870500845424,0.34623123990085164,-0.05125565433901448,0.14215101978234482,-0.265327476803969,-0.09701282451448837,0.12568463749578546
FZ-CZ,0.4373921399394375,0.30949244483181276,0.2249847272640072,0.21088237299322188,0.39634773220488423,0.6488571138876469,0.3453183761970572,0.08406155384514023,0.4004978383301332,0.7179608302551465,0.3358546869218933,0.11254889453883231,0.4019645675006085,0.42308471101919476,0.2349432702441902,0.15814870500845424,1.0,0.21264524068690588,-0.2249847272640072,-0.03449227535188556,-0.0185512950596302,0.06796519113605147,0.2349432702441902
CZ-PZ,0.21056137144358483,0.21124567853613888,0.2720336010683818,0.32216284821099817,0.12618969938826635,0.4174395841930505,0.6539082998817061,0.178346260785444,0.13937011509513722,0.32938086580951464,0.6846016173815211,0.347692823072078,0.2074277937888857,0.21705350826008585,0.28845494976797714,0.3462312399008516,0.2126452406869059,1.0,-0.27203360106838187,-0.004897841097406778,-0.04560552575058898,0.019899242701290967,0.28845494976797714
P7-T7,0.07039126653992668,-0.13869975137959992,-0.9999999999999999,-0.1493143275569638,-0.11845819843282122,-0.3082184453620513,-0.3386791716926255,-0.29180182781081665,-0.10253968545721118,-0.16160320360148778,-0.16681446378891904,-0.1695759175219839,-0.07464144198927648,-0.06339876743177283,-0.3266457443216322,-0.05125565433901448,-0.22498472726400723,-0.27203360106838187,1.0,-0.1001952164605204,-0.2610736485984916,0.06005216986445107,-0.3266457443216322
T7-FT9,0.2820114568747352,-0.5990869348946142,0.10019521646052046,0.007343001915748325,-0.028614652097174786,0.03865727770426292,-0.04063476093526777,-0.0101441568633123,0.039047615313943386,0.03924412373784995,0.16452713072022698,0.039862431128380324,0.04690343749669696,0.04091050094115916,-0.025602711408950703,0.14215101978234485,-0.03449227535188556,-0.004897841097406778,-0.1001952164605204,1.0,-0.3958469912277923,-0.22853485541266735,-0.025602711408950703
FT9-FT10,-0.246338410693794,0.3955629465036664,0.26107364859849164,0.17571506154033836,0.036380139751727915,0.04653472138923588,0.11362169593951316,0.13306646829348334,-0.06907353439108566,-0.16444634077854683,-0.28933800932698556,-0.0983441416697537,0.2655213996507164,-0.39523191939958674,-0.3589164682994621,-0.265327476803969,-0.0185512950596302,-0.04560552575058898,-0.2610736485984916,-0.39584699122779227,0.9999999999999999,-0.44998779379147896,-0.3589164682994621
FT10-T8,-0.04015668456257903,-0.09984979070187378,-0.0600521698644511,0.003996848187740056,-0.07566718666692182,-0.11286525747554106,-0.01714044914301598,0.0038876999805377024,0.02651633387770837,0.1806782645077939,0.063159290603761,-0.03085295573579763,-0.24596263823936343,0.557342573802789,0.09574961677175672,-0.09701282451448837,0.06796519113605147,0.019899242701290967,0.06005216986445107,-0.22853485541266738,-0.449987793791479,1.0,0.09574961677175672
T8-P8-1,0.0038820969276172636,0.09182675977835313,0.3266457443216323,0.19267748765899795,0.0749323809888192,0.15978215304196625,0.17950531299968087,0.14016777871264116,0.14300270578520846,0.31041267114807786,0.3441329223183071,0.19798496896285273,-0.1974113166934154,0.21448389468703927,0.9999999999999999,0.12568463749578546,0.2349432702441902,0.28845494976797714,-0.32664574432163224,-0.025602711408950707,-0.3589164682994621,0.09574961677175674,0.9999999999999999
